"Certifier Name","Operation Name","Physical Address: Street 1","Physical Address: Street 2","Physical Address: City","Physical Address: State/Province","Physical Address: ZIP/ Postal Code","Broker","Community Supported Agriculture (CSA)","Co-Packer","Dairy","Distributor","Marketer/Trader","Restaurant","Retail Food Establishment","Poultry","Private Labeler","Slaughterhouse","Storage","Grower Group","Data as of Date","Organic Certificate","addresses","lon","lat"
"Clemson University","Palmer Ford Organics","3653 Gabriel Creek Road",NA,"Weaverville","North Carolina","28787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"3653 Gabriel Creek Road, Weaverville, North Carolina, 28787",-82.5772391,35.7790414
"International Certification Services, Inc","Parker, Randall","8015 Tilley Road",NA,"Hurdle Mills","North Carolina","27541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"8015 Tilley Road, Hurdle Mills, North Carolina, 27541",-79.056478,36.207101
"International Certification Services, Inc","Pearson, Matthew","3458 Foust Rd",NA,"Staley","North Carolina","27355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-03-07,NA,"3458 Foust Rd, Staley, North Carolina, 27355",-79.6252736,35.834363
"Quality Certification Services","Peggy T. Garrett/Garrett Farm","290 Oak Grove Mt. Zion Road",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"290 Oak Grove Mt. Zion Road, Roxboro, North Carolina, 27574",-79.0254594,36.4595545
"Clemson University","Peni'el Farm","232 Pennell Road",NA,"Moravian Falls","North Carolina","28654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"232 Pennell Road, Moravian Falls, North Carolina, 28654",-81.1722774,36.0954806
"Quality Certification Services","Penny L. Olson Revocable Family Trust","242 Fox Hollow Road",NA,"Watha","North Carolina","28478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"242 Fox Hollow Road, Watha, North Carolina, 28478",-77.926283,34.644944
"Quality Certification Services","Philip Smith","502 Trinity Church Road",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"502 Trinity Church Road, Louisburg, North Carolina, 27549",NA,NA
"Quality Certification Services","Pitch Pine Farm, LLC","2674 Crab Creek Rd",NA,"Penrose","North Carolina","28766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2674 Crab Creek Rd, Penrose, North Carolina, 28766",-82.6283303,35.238268
"Global Organic Alliance, Inc","Pittman Farm","355 Pinkney Church Rd",NA,"Fremont","North Carolina","27830",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"355 Pinkney Church Rd, Fremont, North Carolina, 27830",-78.074862,35.53399
"Quality Certification Services","Plum Granny Farm, LLC","1041 Flat Shoals Rd",NA,"King","North Carolina","27021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1041 Flat Shoals Rd, King, North Carolina, 27021",-80.3261518,36.3570481
"International Certification Services, Inc","Pocosin Farm","946 Hyde Park Canal",NA,"Pantego","North Carolina","27860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"946 Hyde Park Canal, Pantego, North Carolina, 27860",-76.5554836,35.6340935
"International Certification Services, Inc","Poindexter Organics, LLC","990 Youngs Chapel Church Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-26,NA,"990 Youngs Chapel Church Rd, Roxboro, North Carolina, 27574",-79.0486815,36.3303984
"International Certification Services, Inc","Poplar Ridge Farm, LLC","1619 Waxhow Indian Trail Rd South",NA,"Waxhaw","North Carolina","28173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20,NA,"1619 Waxhow Indian Trail Rd South, Waxhaw, North Carolina, 28173",-80.705589,34.964548
"International Certification Services, Inc","Port City Java","101 Portwatch Way",NA,"Wilmington","North Carolina","28412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-14,NA,"101 Portwatch Way, Wilmington, North Carolina, 28412",-77.9474064,34.1697804
"Clemson University","Precision Custom Farming, LLC","709 Simmons Way",NA,"Fairfield","North Carolina","27826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"709 Simmons Way, Fairfield, North Carolina, 27826",-76.235868,35.527707
"Quality Certification Services","Preddy Farms, LLC","3049 Preddy Road",NA,"Franklinton","North Carolina","27525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3049 Preddy Road, Franklinton, North Carolina, 27525",-78.539301,36.173936
"International Certification Services, Inc","Pritchett, Edgar","3213 N NC Hwy 87",NA,"Elon","North Carolina","27244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-20,NA,"3213 N NC Hwy 87, Elon, North Carolina, 27244",-79.5114669,36.1901566
"Quality Certification Services","Pruitt Farms","7637 Cherry Grove Road",NA,"Reidsville","North Carolina","27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"7637 Cherry Grove Road, Reidsville, North Carolina, 27320",-79.471636,36.300291
"Quality Certification Services","Pyxus Agriculture Usa, LLC","8958 West Marlboro Rd",NA,"Farmville","North Carolina","27828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-16,NA,"8958 West Marlboro Rd, Farmville, North Carolina, 27828",-77.60858,35.5888149
"International Certification Services, Inc","Quincy Farms, Inc","3016 Harts Mill Run Rd",NA,"Tarboro","North Carolina","27886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-16,NA,"3016 Harts Mill Run Rd, Tarboro, North Carolina, 27886",-77.6430963,35.8879501
"Quality Certification Services","R Farm, Inc.","1530 New Stock Road",NA,"Weaverville","North Carolina","28787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1530 New Stock Road, Weaverville, North Carolina, 28787",-82.596581,35.733733
"Quality Certification Services","Ramblerill Farm, Inc.","5407 Spring House Lane",NA,"Chapel Hill","North Carolina","27516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5407 Spring House Lane, Chapel Hill, North Carolina, 27516",-79.08902,36.0053615
"Quality Certification Services","Randy P. Harris","1897 Dabney Rd",NA,"Henderson","North Carolina","27537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1897 Dabney Rd, Henderson, North Carolina, 27537",-78.466873,36.355083
"Quality Certification Services","Ray Adcock/Home Place Farm","504 Walnut Grove Rd",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"504 Walnut Grove Rd, Oxford, North Carolina, 27565",-78.7953208,36.4217576
"Quality Certification Services","Richard Ward","915 Midway Road",NA,"Whiteville","North Carolina","28472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"915 Midway Road, Whiteville, North Carolina, 28472",-78.7660439,34.3234421
"Quality Certification Services","Riverview Farms, LLC","120 Old Bishop Farm Rd",NA,"Arden","North Carolina","28704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"120 Old Bishop Farm Rd, Arden, North Carolina, 28704",-82.5600709,35.436271
"International Certification Services, Inc","Rob Glover Farming LLC","10618 Liles Road",NA,"Bailey","North Carolina","27807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"10618 Liles Road, Bailey, North Carolina, 27807",-78.1073637,35.8071444
"International Certification Services, Inc","Rob Glover Farming LLC","10618 Liles Rd",NA,"Bailey","North Carolina","27807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"10618 Liles Rd, Bailey, North Carolina, 27807",-78.1073637,35.8071444
"International Certification Services, Inc","Roberts, Karvie","4192 Corbett Ridge Rd",NA,"Mebane","North Carolina","27302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"4192 Corbett Ridge Rd, Mebane, North Carolina, 27302",-79.236443,36.259068
"International Certification Services, Inc","Rock Ridge Farms Partnership","6611 Luther Rd",NA,"Wilson","North Carolina","27893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30,NA,"6611 Luther Rd, Wilson, North Carolina, 27893",-78.058522,35.706168
"Ecocert ICO, LLC","Rocking S Farm","567 Garvery Rd",NA,"Piney Creek","North Carolina","28663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,NA,"567 Garvery Rd, Piney Creek, North Carolina, 28663",-81.286149,36.541144
"International Certification Services, Inc","Rocking S Farm","567 Garvey Road",NA,"Piney Creek","North Carolina","28663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"567 Garvey Road, Piney Creek, North Carolina, 28663",-81.286149,36.541144
"Quality Certification Services","Ronald C. Perry Farming, Inc.","3625 Woodland Church Rd",NA,"Wake Forest","North Carolina","27587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3625 Woodland Church Rd, Wake Forest, North Carolina, 27587",-78.57235,36.036567
"International Certification Services, Inc","Rouse Brothers Farms, LLC","164 Fire Tower Road",NA,"Walstonburg","North Carolina","27888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-22,NA,"164 Fire Tower Road, Walstonburg, North Carolina, 27888",-77.6930463,35.5544161
"International Certification Services, Inc","Rouse Brothers Produce, Inc.","1533 W. Charity Rd",NA,"Rose Hill","North Carolina","28458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-17,NA,"1533 W. Charity Rd, Rose Hill, North Carolina, 28458",-77.9550116,34.8223053
"International Certification Services, Inc","RW Lambeth Farms Inc","7625 Caber Rd",NA,"Browns Summit","North Carolina","27214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-08-25,NA,"7625 Caber Rd, Browns Summit, North Carolina, 27214",-79.7034433,36.2095327
"Quality Certification Services","Ryan William Wiebe","64 Patience Park Rd.",NA,"Burnsville","North Carolina","28714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"64 Patience Park Rd., Burnsville, North Carolina, 28714",-82.19804,35.871363
"International Certification Services, Inc","S & B Farms, LLC","672 Edward Best Rd",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-04-22,NA,"672 Edward Best Rd, Louisburg, North Carolina, 27549",-78.1719185,36.0753299
"International Certification Services, Inc","Sand Dollar Farms","7209 Caviness Jordan Rd",NA,"Cedar Grove","North Carolina","27231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"7209 Caviness Jordan Rd, Cedar Grove, North Carolina, 27231",-79.130484,36.2002949
"Quality Certification Services","Santa Fe Natural Tobacco Brook Cove Warehouse","2285 Brook Cove Road",NA,"Walnut Cove","North Carolina","27052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2285 Brook Cove Road, Walnut Cove, North Carolina, 27052",-80.1855327,36.2871734
"Quality Certification Services","Santa Fe Natural Tobacco Co/Cross Creek Seed, Inc.","2000 Vass Road",NA,"Raeford","North Carolina","28376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-27,NA,"2000 Vass Road, Raeford, North Carolina, 28376",-79.2317577,35.0249682
"Quality Certification Services","Santa Fe Natural Tobacco Company","3220 Knotts Grove Road",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-27,NA,"3220 Knotts Grove Road, Oxford, North Carolina, 27565",-78.595927,36.275008
"Quality Certification Services","Santa Fe Natural Tobacco Company","2400 Old Stantonsburg Road",NA,"Wilson","North Carolina","27893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-09,NA,"2400 Old Stantonsburg Road, Wilson, North Carolina, 27893",-77.8873346,35.6889877
"Quality Certification Services","Santa Fe Natural Tobacco Company (SFNTC)","2000 Vass Road",NA,"Raeford","North Carolina","28376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-27,NA,"2000 Vass Road, Raeford, North Carolina, 28376",-79.2317577,35.0249682
"International Certification Services, Inc","Scott Farms, Inc","7965-A Simpson Rd",NA,"Lucama","North Carolina","27851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"7965-A Simpson Rd, Lucama, North Carolina, 27851",-78.071611,35.626717
"Quality Certification Services","SFNTC - Essentra Filter Products","303 Gallimore Dairy Road",NA,"Greensboro","North Carolina","27409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-17,NA,"303 Gallimore Dairy Road, Greensboro, North Carolina, 27409",-79.9379828,36.0795135
"Quality Certification Services","SFNTC/Hail And Cotton GLT Factory","104 Enterprise Court",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"104 Enterprise Court, Oxford, North Carolina, 27565",-78.5960683,36.2722729
"Americert International","Sigmon Farms","1708 Settlemyre Bridge Rd.",NA,"Newton","North Carolina","28658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-26,NA,"1708 Settlemyre Bridge Rd., Newton, North Carolina, 28658",-81.2467189,35.6753267
"Global Organic Alliance, Inc","Smith Farms","397 G & K Farm Rd",NA,"Goldsboro","North Carolina","27534",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2019-12-11,NA,"397 G & K Farm Rd, Goldsboro, North Carolina, 27534",NA,NA
"International Certification Services, Inc","Smith Farms","2660 Smith Rd",NA,"Stoneville","North Carolina","27048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03,NA,"2660 Smith Rd, Stoneville, North Carolina, 27048",NA,NA
"International Certification Services, Inc","Smithfield Flowers","2208 Yelverton Grove Rd.",NA,"Smithfield","North Carolina","27577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"2208 Yelverton Grove Rd., Smithfield, North Carolina, 27577",-78.3107332,35.4838613
"Quality Certification Services","Snow Creek Family Organics","3359 Moir Farm Rd",NA,"Sandy Ridge","North Carolina","27046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3359 Moir Farm Rd, Sandy Ridge, North Carolina, 27046",NA,NA
"Quality Certification Services","Sow True Seed","146 Church Streeet",NA,"Asheville","North Carolina","28801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-04,NA,"146 Church Streeet, Asheville, North Carolina, 28801",-82.5522935,35.5894927
"Ecocert ICO, LLC","SPRINGHOUSE FARM","433 Silverstone Rd.",NA,"Vilas","North Carolina","28692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-28,NA,"433 Silverstone Rd., Vilas, North Carolina, 28692",-81.765428,36.289952
"Quality Certification Services","Stockton Graham & Company","4320 Delta Lake Drive Ste. 199",NA,"Raleigh","North Carolina","27612",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4320 Delta Lake Drive Ste. 199, Raleigh, North Carolina, 27612",-78.7080391,35.8570175
"International Certification Services, Inc","Strickland Organics, LLC","305 E. Arrowhead Dr.",NA,"Clinton","North Carolina","28328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"305 E. Arrowhead Dr., Clinton, North Carolina, 28328",-78.3530659,35.0027551
"Quality Certification Services","Sugar Hill Grain Co.","412 Park Ave",NA,"Kinston","North Carolina","28501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"412 Park Ave, Kinston, North Carolina, 28501",-77.573555,35.271616
"Quality Certification Services","Summit Coffee Roasting Company, LLC","18635 Starcreek Drive, Unit A",NA,"Cornelius","North Carolina","28031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20,NA,"18635 Starcreek Drive, Unit A, Cornelius, North Carolina, 28031",-80.8530443,35.46055
"Quality Certification Services","Sunny Creek Farm","520 Pine Field Drive",NA,"Tryon","North Carolina","28782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"520 Pine Field Drive, Tryon, North Carolina, 28782",NA,NA
"Pro-Cert Organic Systems, Ltd.","Sunrise Foods International Inc.","113 Arendall Street",NA,"Morehead City","North Carolina","28557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-06,NA,"113 Arendall Street, Morehead City, North Carolina, 28557",-76.703973,34.720552
"Ecocert ICO, LLC","SUNSHINE COVE FARM","131 Dell Coffey Rd.",NA,"Boone","North Carolina","28607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"131 Dell Coffey Rd., Boone, North Carolina, 28607",NA,NA
"Quality Certification Services","Sweetwater Springs Organic Farm, LLC","253	632 Whitttown Rd",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-19,NA,"253	632 Whitttown Rd, Roxboro, North Carolina, 27574",-79.0127858,36.3632219
"International Certification Services, Inc","T & E Farms, Inc.","782 Lower Field Rd",NA,"Ayden","North Carolina","28513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-03,NA,"782 Lower Field Rd, Ayden, North Carolina, 28513",-77.4981959,35.47369
"Quality Certification Services","T. M. Allen Inc.","101 John Allen",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"101 John Allen, Roxboro, North Carolina, 27574",-79.0685016,36.3215697
"Quality Certification Services","T.E. And B.T. Barham, Partners","11920 Louisburg Road",NA,"Wake Forest","North Carolina","27587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"11920 Louisburg Road, Wake Forest, North Carolina, 27587",-78.417013,35.950527
"International Certification Services, Inc","Tate Inc","8615 Harmony Church Rd",NA,"Efland","North Carolina","27243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30,NA,"8615 Harmony Church Rd, Efland, North Carolina, 27243",-79.2468109,36.170777
"International Certification Services, Inc","Taylor Family Organics","1718 Powhatan Rd",NA,"Clayton","North Carolina","27527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"1718 Powhatan Rd, Clayton, North Carolina, 27527",-78.3747412,35.608159
"International Certification Services, Inc","Taylor, Anjail","5418 Jamaica Rd",NA,"Cedar Grove","North Carolina","27231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-18,NA,"5418 Jamaica Rd, Cedar Grove, North Carolina, 27231",-79.1990032,36.1521004
"Global Organic Alliance, Inc","Tharrington Farm","9833 Edwards Rd",NA,"Castalia","North Carolina","27816",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"9833 Edwards Rd, Castalia, North Carolina, 27816",NA,NA
"Quality Certification Services","Thatchmore Farm","153 Dix Creek One Road",NA,"Leicester","North Carolina","28748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"153 Dix Creek One Road, Leicester, North Carolina, 28748",-82.668812,35.60871
"Ecocert ICO, LLC","THE MARLIN COMPANY","1333 Virginia Street",NA,"Lenoir","North Carolina","28645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-01-14,NA,"1333 Virginia Street, Lenoir, North Carolina, 28645",-81.565018,35.8837773
"Quality Certification Services","The Maté Factor, LLC","12 Old Charlotte Hwy Ste 85",NA,"Asheville","North Carolina","28803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"12 Old Charlotte Hwy Ste 85, Asheville, North Carolina, 28803",-82.497779,35.5709142
"OneCert, Inc.","The Triple B's, LLC Dba Against The Grain","619 Camp Joy Road",NA,"Zionville","North Carolina","28698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-26,NA,"619 Camp Joy Road, Zionville, North Carolina, 28698",-81.752808,36.306996
"Quality Certification Services","The Vollmer Farm","617 NC Hwy 98 East",NA,"Bunn","North Carolina","27508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-02,NA,"617 NC Hwy 98 East, Bunn, North Carolina, 27508",NA,NA
"Quality Certification Services","Thomas N Blalock","1214 Ormond Rd",NA,"Hurdle Mills","North Carolina","27541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1214 Ormond Rd, Hurdle Mills, North Carolina, 27541",-79.1020112,36.2146528
"Quality Certification Services","Timberwood Organics LLC","4619 Timberwood Trail",NA,"Efland","North Carolina","27243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4619 Timberwood Trail, Efland, North Carolina, 27243",NA,NA
"International Certification Services, Inc","Tommy Kimbro (Kimbro Farms)","25 Goldleaf Lane",NA,"Reidsville","North Carolina","27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-11,NA,"25 Goldleaf Lane, Reidsville, North Carolina, 27320",-79.6644747,36.3548586
"Quality Certification Services","Tony C. Horton","102 Brantleytown Rd",NA,"Zebulon","North Carolina","27597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-22,NA,"102 Brantleytown Rd, Zebulon, North Carolina, 27597",-78.2647731,35.9277818
"International Certification Services, Inc","Trask, William K.","5519 Bavarian Ln & Blue Clay Rd",NA,"Wilmington","North Carolina","28405",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-30,NA,"5519 Bavarian Ln & Blue Clay Rd, Wilmington, North Carolina, 28405",-77.8777712,34.2902538
"Quality Certification Services","Tribal Grounds Coffee","160 Amy Walker Rd",NA,"Whittier","North Carolina","28789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-05-04,NA,"160 Amy Walker Rd, Whittier, North Carolina, 28789",-83.3599523,35.4361902
"International Certification Services, Inc","Triple J Produce, Inc.","8507 Bailey Road",NA,"Sims","North Carolina","27880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-02-09,NA,"8507 Bailey Road, Sims, North Carolina, 27880",-78.140005,35.714385
"Quality Certification Services","Underwood Family Farm, Inc.","917 Oak Grove Clover Hill Ch Rd.",NA,"Lawndale","North Carolina","28090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"917 Oak Grove Clover Hill Ch Rd., Lawndale, North Carolina, 28090",-81.6109306,35.4620707
"Quality Certification Services","United Tobacco Co.","1510 Standtonsburg Road",NA,"Wilson","North Carolina","27893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1510 Standtonsburg Road, Wilson, North Carolina, 27893",-77.9023675,35.7036267
"Quality Certification Services","Universal Leaf North America U.S., Inc","3174 Boddie Mill Pond Road, PO Box 519",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"3174 Boddie Mill Pond Road, PO Box 519, Nashville, North Carolina, 27856",NA,NA
